ID,Você conhece e já utilizou o Simulador de Aposentadoria no SOUGOV.BR?,Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência",Eu achei o Simulador de Aposentadoria muito complexo,"2
Eu achei o Simulador de Aposentadoria muito complexo",Eu achei o Simulador de Aposentadoria fácil de usar,"3
Eu achei o Simulador de Aposentadoria fácil de usar",Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria,"4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria",Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas,"5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas",Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência,"6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência",Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente,"7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente",Eu achei o Simulador de Aposentadoria difícil de usar,"8
Eu achei o Simulador de Aposentadoria difícil de usar",Eu me senti confiante usando o Simulador de Aposentadoria,"9
Eu me senti confiante usando o Simulador de Aposentadoria","Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria.","Some a pontuação total de todas as questões ímpares (questões 1, 3, 5, 7 e 9) e, em seguida, subtraia 5 do total para obter (X).","Some a pontuação total de todas as questões de número par (questões 2, 4, 6, 8 e 10), então subtraia esse total de 25 para obter (Y).","Some a pontuação total dos novos valores (X+Y) e multiplique por 2,5.",clean_text
3492,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,,20,0,50,
3493,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,20,100,
3494,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,"Não concordo, nem discordo",3,Colocar item de simulação com opção de tempo de serviço realizado fora da empresa atual.,15,17,80,colocar item opcao realizar empresa atual
3498,Sim,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Gostaria que tivesse a previsão de quanto a pessoa receberia na aposentadoria.  Na minha simulação diz que daqui a 4 anos e  5 anos terei direito a minha aposentadoria.  Não consegui sabe qual a diferença entre elas. Gostaria de saber.,8,10,45,gostar previsao pessoa receberio ano ano direito conseguir diferenca gostar
3501,Sim,Concordo totalmente,5,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,poderia ter um campo pata pra inclusão de tempo de CTC,14,14,70,campo patar pra inclusao ctc
3502,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,,15,6,"52,5",
3506,Sim,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Não entendi o propósito do simulador.,8,4,30,entendi proposito
3507,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Conheço servidor que não teve acesso ao simulador nem instalando o app novamente!,16,18,85,conhecer acesso instalar app novamente
3508,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,,20,4,60,
3509,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,,15,8,"57,5",
3511,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"O simulador não oferece opções para pessoa portadora de deficiência como o simulador do tcdf ofrece. Sou uma pcd e o sistema não contempla essas possibilidades de simulação.
",11,13,60,oferecer opcao pessoa portadora deficiencia tcdf ofrecer pcd contemplar possibilidade
3515,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,,17,15,80,
3520,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,"Explicitar melhor às alternativas apresentadas
.",16,4,50,explicitar alternativa
3522,Sim,Concordo totalmente,5,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,,6,4,25,
3532,Sim,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,Discordo parcialmente,2,"A valorização do servidor após aposentadoria, depois de anos de serviços prestados às instituições, perdem suas credibilidades valores financeiros na hora que o servidor mas precisa sobreviver. Principalmente devido a sua idade e saúde.          ",3,12,"37,5",valorizacao ano prestar instituicao perder credibilidade financeiro hora precisar sobreviver principalmente devido idade saude
3533,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Concordo totalmente,5,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"As inconsistências não permitem que servidores com.mudanca de vínculo ou faltando bastante para se aposentar façam a simulação, ou seja, para mim não serviu como possibilidade de planejamento de minha aposentadoria. Além disso, não fez as projeções adequadas. Precisa melhorar.",13,11,60,inconsistencia permitir mudanca vinculo faltar facam servir possibilidade planejamento projecao adequado precisar melhorar
3536,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,,16,15,"77,5",
3539,Sim,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Faltou campo para incluir períodos de rgps que possamos trazer através se certidão. Eu tenho 5 anos antes do rpps e  não achei local para incluir. Até para saber se é vantagem trazer ou não.,14,18,80,faltar campo incluir periodo rgp possar certidao ano rpps incluir vantagem
3541,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"O simulador deveria permitir a inclusão de periodo laborado em RGPS. Pois tenho 18 anos trabalhados em RGPS, entreguei no RH minha CTC, que ainda não foi averbada e portanto a simulação fica incorreta e incompleta.....",14,14,70,permitir inclusao periodo laborar rgp ano trabalhar rgp entreguei ctc averbar incorreto incompleto
3544,Sim,Discordo parcialmente,2,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,"Eu possuo menos de 4 anos de tempo no serviço público. No meu caso não aparece o valor do meus proventos. O simulador deveria funcionar para todos, independente do tempo de trabalho.",12,10,55,possuo ano publico aparecer provento funcionar independente trabalho
3545,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"Seria interessante se houve comparativos da Renda inicial do benefício entre um e outra, para que se pudesse escolher no momento da aposentadoria qual seria o mais vantajoso",15,11,65,interessante comparativo renda inicial beneficio outro escolher vantajoso
3546,Sim,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Muito funcional. ,14,16,75,funcional
3550,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Apresentar todas as opções possíveis e indicar a de menor tempo.,7,16,"57,5",opcao indicar pequeno
3552,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo totalmente,5,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"Sugiro o simulador estar conectado ao INSS.
",12,13,"62,5",sugiro conectar inss
3554,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Excelente iniciativa, porém , sugiro oportunizar tb a simulação de aposentadoria por incapacidade e também por acidente de trabalho com seus respectivos valores de salário. 
Também, a inclusão de tempo de RGPS, mesmo sem averbação pois é somente uma simulação e assim podemos ter noção de tempo total. ",15,18,"82,5",excelente iniciativa sugiro oportunizar incapacidade acidente trabalho respectivo salario inclusao rgp averbacao nocao total
3555,Sim,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,"Não concordo, nem discordo",3,,12,12,60,
3556,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Gostei nota 10.,19,20,"97,5",gostar nota
3557,Sim,Discordo totalmente,1,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,,14,13,"67,5",
3560,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Se já consta a data que entrei no serviço público que foi antes de dezembro 2003 então não precisa abrir as opções ""se entrou depois de 2003"". pois ficam janelas com opções inúteis.",17,16,"82,5",constar data entrar publico dezembro precisar abrir opcao entrar janela opcao inutel
3561,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,"Acho, que no meu caso, o simulador não funcionou muito bem, pois não somou todo o meu tempo de contribuição; acredito que o tempo para eu me aposentar é menor que aquele que o simulador mostrou.",13,18,"77,5",funcionar somar contribuicao acreditar pequeno mostrar
3564,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Sugestões: 

1)  destacar mais os arquivos para  download pois num primeiro momento, quando se lê  "" Fim da Simulação"", parece que não há mais nada de conteúdo na página.
2) O título do  ícone ""Retornar à Desconsideração de PSS"" não ficou claro  em relação ao seu conteúdo, a palavra ""desconsideração"" me remeteu ao outro entendimento.

Achei o simulador de aposentadoria muito bom e fácil de usar ! 
",19,20,"97,5",sugestao destacar arquivo download ler parecer conteudo pagina titulo icone retornar desconsideracao pss claro conteudo palavra desconsideracao remeter outro entendimento facil
3570,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Acho uma ótima ideia poder contar com o simulador para poder me preparar para a aposentadoria. Talvez seja interessante adicionar a possibilidade de ter uma opção para enviar o resultado direto para o RH da minha unidade verificar se há alguma inconsistência ou se posso confiar plenamente no resultado da simulação.,16,14,75,otimo ideia contar preparar interessante adicionar possibilidade opcao enviar resultado direto unidade verificar algum inconsistencia confiar plenamente resultado
3573,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Não funcionou. Apareceu tudo zerado ao final da simulação. Fiz várias vezes e sempr deu errado.,2,16,45,funcionar aparecer zerado fiz varias sempr errar
3575,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Abrir também as opções quando não tem o tempo e informar quanto falta,20,12,80,abrir opcao informar faltar
3580,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Eu não sei como é o procedimento da gestão de pessoas, mas seria muito interessante um plano de trabalho de verificação dos servidores que estão próximos de se aposentar, haver um contato direto com este, procurar e oferecer explicações sobre os procedimentos de para solicitar aposentadoria e sanar eventuais dúvidas que o servidor possa ter.",14,9,"57,5",procedimento gestao pessoa interessante plano trabalho verificacao contato direto procurar oferecer explicacao procedimento solicitar sanar duvida
3582,Sim,Discordo parcialmente,2,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Nenhuma ,16,18,85,nenhum
3586,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,15,20,"87,5",
3589,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Boa tarde. Poderia ter uma opção para fazer a simulação com a averbação de tempo de contribuição em outros regimes de previdência.,12,10,55,opcao averbacao contribuicao outro regime previdencia
3590,Sim,Discordo parcialmente,2,Concordo parcialmente,4,Concordo totalmente,5,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"A criação do simulador é uma excelente iniciativa e será, com certeza, muito útil. Indiquei que o simulador apresenta inconsistência porque num determinado campo consta a informação de qual seria o valor da aposentadoria, mas esse campo não aparece na página.",12,9,"52,5",criacao excelente iniciativa util indiquei inconsistencia determinado campo constar informacao campo aparecer pagina
