ID,Você conhece e já utilizou o Simulador de Aposentadoria no SOUGOV.BR?,Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência",Eu achei o Simulador de Aposentadoria muito complexo,"2
Eu achei o Simulador de Aposentadoria muito complexo",Eu achei o Simulador de Aposentadoria fácil de usar,"3
Eu achei o Simulador de Aposentadoria fácil de usar",Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria,"4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria",Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas,"5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas",Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência,"6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência",Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente,"7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente",Eu achei o Simulador de Aposentadoria difícil de usar,"8
Eu achei o Simulador de Aposentadoria difícil de usar",Eu me senti confiante usando o Simulador de Aposentadoria,"9
Eu me senti confiante usando o Simulador de Aposentadoria",Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria,"10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria.","Some a pontuação total de todas as questões ímpares (questões 1, 3, 5, 7 e 9) e, em seguida, subtraia 5 do total para obter (X).","Some a pontuação total de todas as questões de número par (questões 2, 4, 6, 8 e 10), então subtraia esse total de 25 para obter (Y).","Some a pontuação total dos novos valores (X+Y) e multiplique por 2,5.",clean_text,comment_in_english
4491,Sim,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"A base de cálculo para a aposentadoria só está considerando o tempo de serviço e contribuição do último cargo ocupado, no atual órgão da administração pública federal.
Posso deixar como sugestões:
- Inclusão de todas as contribuições previdenciárias que o servidor fez, de todos os cargos ocupados em diferentes órgãos, no serviço público federal.
- A memória de cálculo da aposentadoria deve ser exibida na tela do simulador, no fim da simulação, e não em um arquivo de PDF disponível para download.",12,10,55,base calculo considerar contribuicao cargo ocupar atual orgao administracao publico federal deixar sugestao inclusao contribuicao previdenciario cargo ocupar diferentes orgao publico federal memoria calculo exibir tela arquivo pdf disponivel download,"The calculation basis for retirement only considers the time of service and contribution of the last position held, in the current federal public administration body. I can leave as suggestions: - inclusion of all social security contributions that the server made, from all positions employed in different bodies, in the federal public service. - the retirement calculation memory must be displayed on the simulator screen, at the end of the simulation, and not in a pdf file available for download."
4497,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,"gostei esse simulador de aposentadoria, muito ágil de ser usado.",19,9,70,gostar agil,"I liked this retirement simulator, it was very easy to use."
4499,Sim,Concordo totalmente,5,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,"Muito bom o simulador, mas venho estudando as regras, para ter mais conhecimento na causa. ",16,14,75,venho estudar regra conhecimento causa,"The simulator is very good, but I've been studying the rules to gain more knowledge on the subject."
4502,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,O simulador deveria contabilizar o tempo de contribuição constante no CNIS.,15,16,"77,5",contabilizar contribuicao constante cnis,The simulator should account for the constant contribution time in the cnis.
4503,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Achei o simulador bem interativo e o resultado confiável,  pois já havia consultado a gestão de pessoas do meu órgão e as informações coincidiram. ",18,20,95,interativo resultado confiavel consultar gestao pessoa orgao informacao coincidir,"I found the simulator very interactive and the result reliable, as I had already consulted the people management at my agency and the information coincided."
4504,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Necessário mais esclarecimentos a respeito das fundamentações a respeito da aposentadoria e indicação da melhor opção para o servidor em termos de remuneração / tempo.,11,11,55,necessario esclarecimento respeito fundamentacao respeito indicacao opcao termos remuneracao,Further clarification is needed regarding the reasons for retirement and indication of the best option for the server in terms of remuneration/time.
4505,Sim,Discordo parcialmente,2,Discordo totalmente,1,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,Faltou a  opção de informar manualmente o período de RGPS para simulação correta. ,3,16,"47,5",faltar opcao informar manualmente periodo rgp correto,There was no option to manually enter the rgps period for correct simulation.
4506,Sim,Concordo totalmente,5,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,DEVERIA SER MAIS CLARO SOBRE OPÇÕES DE QUAL  ARTIGO  ESCOLHER PARA SE APOSENTAR,14,1,"37,5",claro opcao artigo escolher,It should be clearer about the options for which item to choose for retirement
4507,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,"Gostei, nos servidores estávamos precisando desta ferramenta a muito tempo.",19,19,95,gostar precisar ferramenta,"I liked it, we've been needing this tool for a long time on the servers."
4508,Sim,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,"Precisa abrir  campos pra gente incluir tempo de rgps também, assim como no meu INSS. ",6,18,60,precisar abrir campo pra gente incluir rgp inss,"You need to open fields for us to include rgps time too, just like in my inss."
4509,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,O simulador de aposentadoria é uma ferramenta de fácil aprendizagem para quem deseja entender o prazo para sua futura aposentadoria.,19,19,95,ferramenta facil aprendizagem desejar entender prazo futuro,The retirement simulator is an easy-to-learn tool for anyone who wants to understand the deadline for their future retirement.
4510,Sim,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo totalmente,1,"Não concordo, nem discordo",3,Sou pessoa com deficiência e o simulador não contempla esta categoria. Não tem esta opção e o cálculo para a aposentadoria da pessoa com deficiência é diferente.exclui às menores contribuições ,9,11,50,pessoa deficiencia contemplar categoria opcao calculo pessoa deficiencia diferente exclui pequeno contribuicao,I am a person with a disability and the simulator does not cover this category. There is no such option and the calculation for the retirement of a person with a disability is different. It excludes the smallest contributions
4512,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,PODERIA INFORMARQUAL A MELHOR FINANCEIRAMENTE PARA O SERVIDOR,15,12,"67,5",informarqual financeiramente,Could you advise which is the best financially for the server?
4518,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,O simulador deveria trazer também a simulação de valores dos proventos de aposentadoria e não apenas da data de aposentadoria.,16,19,"87,5",provento data,The simulator should also simulate the values ​​of retirement benefits and not just the retirement date.
4520,Sim,Discordo parcialmente,2,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,"Não concordo, nem discordo",3,Nada a declarar.,13,17,75,declarar,Nothing to declare.
4523,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,"Tenho tempo fora que ainda não migrei, não fiz a CTC ainda, deveria deixar eu incluir para uma melhor simulação,  no meu caso não foi útil. ",12,17,"72,5",migrar fiz ctc deixar incluir util,"I have time out that I haven't migrated yet, I haven't done the CTC yet, you should let me include it for a better simulation, in my case it wasn't useful."
4525,Sim,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Simulador não está puxando a memória de cálculo. ,14,14,70,puxar memoria calculo,Simulator is not pulling calculation memory.
4531,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Em minha situação, foi muito prático e gostei de fazer a simulação. Parabéns.",19,19,95,situacao pratico gostar parabens,"In my situation, it was very practical and I enjoyed doing the simulation. congratulations."
4533,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,sem comentários,10,10,50,comentario,No comments
4534,Sim,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Muito bem elaborado ,14,12,65,elaborar,Very well crafted
4542,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Seria interessante existir exemplos numéricos dos remuneratórios nas sumulações, como se ele pudesse ocorrer na data atual. Desta maneira o servidor poderia sentir os impactos finaceiros na ocorrência de sua aposentadoria.",16,18,85,interessante existir numerico remuneratorio sumulacao ocorrer data atual maneira sentir impacto finaceiro ocorrencia,"It would be interesting to have numerical examples of the remuneration in the summations, as if it could occur on the current date. In this way, the employee could feel the financial impacts of his retirement."
4545,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"O simulador me levou a providenciar a unificação do meu período de contribuição no setor privado, realizado antes de ingressar no serviço público e que já consta lançado no aplicativo Meu INSS. Seria interessante que essa unificação das contribuições fosse mais fácil, principalmente em casos como o meu, em que as contribuições já estão consolidadas nos dois bancos de dados, sendo necessário apenas unificá-las em um só banco .",18,18,90,levar providenciar unificacao periodo contribuicao setor privado realizar ingressar publico constar lancar aplicativo inss interessante unificacao contribuicao facil principalmente contribuicao consolidada banco dado necessario unifica las banco,"The simulator led me to organize the unification of my contribution period in the private sector, carried out before entering the public service and which has already been launched in the my inss application. It would be interesting if this unification of contributions were easier, especially in cases like mine, where contributions are already consolidated in both databases, and it is only necessary to unify them in a single database."
4547,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Acessei duas vezes o simulador e uma ferramenta excelente para servidor público. E principalmente e eu em vias de me aposentar. ,20,0,50,acessar ferramenta excelente publico principalmente vias,I accessed the simulator twice and it is an excellent tool for public servants. and mainly I am about to retire.
4548,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,"Se fosse possível simular aposentadoria cujos requisitos ainda não foram preenchidos, ajudaria na decisão sobre quando se aposentar. ",17,20,"92,5",requisito preencher ajudar decisao,"If it were possible to simulate retirement whose requirements have not yet been met, it would help in deciding when to retire."
