ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria",comments,X,Y,sus,clean_text
4444,1,5,1,5,1,5,1,3,1,1,O simulador foi inócuo. Informações diferentes das que colhi com meu setor de recursos humanos.,0,6,15.0,inocuo informacao diferentes colher setor recurso humano
4446,1,2,4,3,2,3,3,1,4,3,Já q é simulação deveria permitir inclusão de tempo (tipo CTC) ou permitir indicar períodos exercido como deficiente para abranger um resultado mais fidedigno a cada realidade ,9,13,55.0,permitir inclusao ctc permitir indicar periodo exercir deficiente abranger resultado fidedigno realidade
4447,3,1,5,1,4,3,5,1,3,3,"MANTER ESTE SIMULADOR E APERFEIÇOÁ-LO É FUNDAMENTAL ; POIS PROPICIA UMA PRATICIDADE
ADMINISTRATIVA QUE ACABA CONTRIBUINDO POSITIVAMENTE PARA NÓS SERVIDORES .
PARABÉNS POR ESTE INSTRUMENTO MUITO ÚTIL A TODOS NÓS SERVIDORES PÚBLICOS.",15,16,77.5,manter aperfeicoa fundamental propicer praticidade administrativo acabar contribuir positivamente parabens instrumento util publico
4448,5,1,5,1,5,1,5,1,5,1,Muito bom possibilitar aos servidores a possibilidade de saber valores e datas que terão direito a aposentadoria e suas regras de transição.,20,20,100.0,possibilitar possibilidade data direito regra transicao
4449,3,4,3,2,3,2,3,2,4,2,Novidades sempre são bem vindas ,11,13,60.0,novidade
4452,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
4462,3,1,4,4,3,3,4,2,4,2,"Na realidade, a dificuldade não é com o simulador em si, é com a Legislação, que mudou muito nesses últimos anos. Fica uma insegurança para escolher as opções. Um manual para explicar detalhadamente cada opção seria fundamental para orientar as escolhas, ",13,13,65.0,realidade dificuldade legislacao mudar ano inseguranca escolher opcao manual explicar detalhadamente opcao fundamental orientar escolha
4464,5,1,5,1,5,1,4,1,5,1,"Considero o Simulador de Aposentadoria uma ótima ferramenta para acesso à informação, pois muitos servidores (por falta de tempo, timidez ou mesmo por encontrarem alguma falta de receptividade/má-vontade por parte de servidores de RH), não buscam respostas de forma presencial.
Sug: seria interessante se o sistema apresentasse também, os itens e respectivos valores que compuseram a determinação do valor final, bem como, a informação se o valor é bruto ou liquido, pois geram dúvidas.",19,20,97.5,considerar otimo ferramenta acesso informacao timidez encontrar algum receptividade vontade buscar resposta presencial sug interessante item respectivo compuser determinacao informacao bruto liquido gerar duvida
4465,5,5,5,5,5,1,5,1,5,1,Sem acréscimo a ser apontado ,20,12,80.0,acrescimo
4466,5,1,5,1,5,1,5,1,5,1,"Uma ferramenta excelente! Eu costumava a usar o simulador da CGU mas com a reformada previdência de 2019, esse simulador ficou obsoleto e não foi atualizado de acordo coma nova lei. Eu estava procurando um novo simulador que fosse confiável, mas não existia. O novo simulador do Sou Gov veio a preencher uma lacuna importante e beneficiar todos os servidores. Eu sugiro que o simulador mostre também a possibilidade de solicitar o abono permanência, pois também há muitas dúvidas sobre esse tema.",20,20,100.0,ferramenta excelente costumar cgu reformado previdencia obsoleto atualizar acordo comar lei procurar confiavel existir gov vir preencher lacuna importante beneficiar sugiro mostre possibilidade solicitar abono permanencia duvida tema
4467,4,3,4,2,4,3,2,4,3,2,,12,11,57.5,
4468,5,1,5,1,2,2,5,1,5,1,Poderiam incluir qual documentação necessária para solicitar aposentadoria e quais locais ou sites poderia obter essa documentação. ,17,19,90.0,incluir documentacao necessario solicitar site obter documentacao
4469,4,1,5,1,3,3,3,1,3,1,,13,18,77.5,
4470,5,1,5,1,5,1,5,1,5,1,Parabéns pelo serviço que muito nos orienta em um tema de extrema importância para os servidores!!!,20,20,100.0,parabem orientar tema extremo importancia
4471,5,1,5,3,5,1,5,2,4,2,"O Simulador me parece ser uma ferramenta bastante eficiente e de uso simples.
Entendo ser necessário a disponibilização detalhada e explicativa da legislação que fundamente a opção escolhida para a simulação.",19,16,87.5,parecer ferramenta eficiente uso simples entendo necessario disponibilizacao detalhar explicativo legislacao fundamente opcao escolher
4472,5,5,5,1,4,1,1,1,4,1,,14,16,75.0,
4473,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
4477,5,1,5,1,5,4,5,1,4,5,"Poderia trazer o valor do benefício financeiro atualizado para os servidores que migraram de regime, com a finalidade de trazer transparência e segurança jurídica. Muito Obrigado!!",19,13,80.0,beneficio financeiro atualizar migrar regime finalidade transparencia seguranca juridico
4478,5,1,5,3,5,3,5,1,3,3,Ótima iniciativa para consulta de uma simulação mas creio que muita coisa vai mudar quando eu for me aposentar. O cálculo também dos valores não sei já estão de acordo com a tabela de gdass do plano de carreira.,18,14,80.0,otimo iniciativa consulta crer mudar calculo acordo tabela gdass plano carreira
4480,3,2,4,4,2,3,2,4,3,3,Não,9,9,45.0,
4482,4,4,4,2,3,3,2,2,4,3,,12,11,57.5,
4483,5,3,4,1,3,3,4,2,3,1,Minha duvida é se contribuições fora do serviço publico serão consideradas ?? ,14,15,72.5,duvida contribuicao publico considerar
4484,5,1,5,2,3,3,4,4,3,3,,15,12,67.5,
4485,1,4,4,2,3,1,3,4,4,2,,10,12,55.0,
4486,5,4,1,5,1,5,1,5,1,4,"Mesmo com todas as informações já cadastradas, a simulação não funcionou.",4,2,15.0,informacao cadastrar funcionar
4490,5,2,4,1,5,1,3,1,3,1,"Muito boa iniciativa, pois, ainda que precise de ajustes, é a primeira ferramenta disponibilizada para simulação aos servidores, que podem ter uma boa noção de quanto tempo ainda falta para a tão sonhada aposentadoria, e já conseguirão fazer um planejamento financeiro e de vida para esse momento tão importante.
Parabéns aos organizadores dessa ideia tão necessária!",15,19,85.0,iniciativa precise ajuste ferramenta disponibilizar nocao sonhado conseguir planejamento financeiro vida importante parabem organizador ideia necessario
4491,2,3,4,2,4,5,4,2,3,3,"A base de cálculo para a aposentadoria só está considerando o tempo de serviço e contribuição do último cargo ocupado, no atual órgão da administração pública federal.
Posso deixar como sugestões:
- Inclusão de todas as contribuições previdenciárias que o servidor fez, de todos os cargos ocupados em diferentes órgãos, no serviço público federal.
- A memória de cálculo da aposentadoria deve ser exibida na tela do simulador, no fim da simulação, e não em um arquivo de PDF disponível para download.",12,10,55.0,base calculo considerar contribuicao cargo ocupar atual orgao administracao publico federal deixar sugestao inclusao contribuicao previdenciario cargo ocupar diferentes orgao publico federal memoria calculo exibir tela arquivo pdf disponivel download
4494,5,1,5,4,4,1,5,1,5,2,,19,16,87.5,
4495,2,2,4,4,3,2,4,1,1,2,,9,14,57.5,
4496,5,1,5,1,5,3,5,1,5,4,,20,15,87.5,
4497,4,4,5,5,5,3,5,1,5,3,"gostei esse simulador de aposentadoria, muito ágil de ser usado.",19,9,70.0,gostar agil
4499,5,2,3,2,4,1,5,2,4,4,"Muito bom o simulador, mas venho estudando as regras, para ter mais conhecimento na causa. ",16,14,75.0,venho estudar regra conhecimento causa
4502,5,2,5,1,2,4,5,1,3,1,O simulador deveria contabilizar o tempo de contribuição constante no CNIS.,15,16,77.5,contabilizar contribuicao constante cnis
4503,3,1,5,1,5,1,5,1,5,1,"Achei o simulador bem interativo e o resultado confiável,  pois já havia consultado a gestão de pessoas do meu órgão e as informações coincidiram. ",18,20,95.0,interativo resultado confiavel consultar gestao pessoa orgao informacao coincidir
4504,4,4,2,2,2,2,4,2,4,4,Necessário mais esclarecimentos a respeito das fundamentações a respeito da aposentadoria e indicação da melhor opção para o servidor em termos de remuneração / tempo.,11,11,55.0,necessario esclarecimento respeito fundamentacao respeito indicacao opcao termos remuneracao
4505,2,1,1,2,2,4,1,1,2,1,Faltou a  opção de informar manualmente o período de RGPS para simulação correta. ,3,16,47.5,faltar opcao informar manualmente periodo rgp correto
4506,5,4,2,5,5,5,2,5,5,5,DEVERIA SER MAIS CLARO SOBRE OPÇÕES DE QUAL  ARTIGO  ESCOLHER PARA SE APOSENTAR,14,1,37.5,claro opcao artigo escolher
4507,5,1,5,1,4,1,5,2,5,1,"Gostei, nos servidores estávamos precisando desta ferramenta a muito tempo.",19,19,95.0,gostar precisar ferramenta
4508,1,1,3,1,2,2,3,1,2,2,"Precisa abrir  campos pra gente incluir tempo de rgps também, assim como no meu INSS. ",6,18,60.0,precisar abrir campo pra gente incluir rgp inss
4509,4,1,5,2,5,1,5,1,5,1,O simulador de aposentadoria é uma ferramenta de fácil aprendizagem para quem deseja entender o prazo para sua futura aposentadoria.,19,19,95.0,ferramenta facil aprendizagem desejar entender prazo futuro
4510,4,4,3,1,3,4,3,2,1,3,Sou pessoa com deficiência e o simulador não contempla esta categoria. Não tem esta opção e o cálculo para a aposentadoria da pessoa com deficiência é diferente.exclui às menores contribuições ,9,11,50.0,pessoa deficiencia contemplar categoria opcao calculo pessoa deficiencia diferente exclui pequeno contribuicao
4512,5,2,4,4,3,3,4,2,4,2,PODERIA INFORMARQUAL A MELHOR FINANCEIRAMENTE PARA O SERVIDOR,15,12,67.5,informarqual financeiramente
4513,5,4,4,4,4,2,2,5,2,4,,12,6,45.0,
4518,4,1,5,1,4,2,4,1,4,1,O simulador deveria trazer também a simulação de valores dos proventos de aposentadoria e não apenas da data de aposentadoria.,16,19,87.5,provento data
4520,2,1,4,2,4,1,4,1,4,3,Nada a declarar.,13,17,75.0,declarar
4521,5,2,4,1,4,3,4,1,4,1,,16,17,82.5,
4523,3,2,4,2,2,1,4,2,4,1,"Tenho tempo fora que ainda não migrei, não fiz a CTC ainda, deveria deixar eu incluir para uma melhor simulação,  no meu caso não foi útil. ",12,17,72.5,migrar fiz ctc deixar incluir util
4525,5,1,3,1,3,5,5,1,3,3,Simulador não está puxando a memória de cálculo. ,14,14,70.0,puxar memoria calculo
4527,4,1,5,1,4,2,5,1,4,1,,17,19,90.0,
4528,2,1,5,1,5,1,4,2,5,1,,16,19,87.5,
4531,4,1,5,2,5,1,5,1,5,1,"Em minha situação, foi muito prático e gostei de fazer a simulação. Parabéns.",19,19,95.0,situacao pratico gostar parabens
4532,4,3,4,2,4,3,4,1,3,2,,14,14,70.0,
4533,3,3,3,3,3,3,3,3,3,3,sem comentários,10,10,50.0,comentario
4534,3,4,4,4,4,2,4,2,4,1,Muito bem elaborado ,14,12,65.0,elaborar
4536,4,1,5,2,4,1,4,1,5,1,,17,19,90.0,
4539,3,3,3,3,2,3,3,3,3,3,,9,10,47.5,
4540,3,3,3,3,3,3,3,3,3,3,,10,10,50.0,
4542,4,2,4,2,4,1,4,1,5,1,"Seria interessante existir exemplos numéricos dos remuneratórios nas sumulações, como se ele pudesse ocorrer na data atual. Desta maneira o servidor poderia sentir os impactos finaceiros na ocorrência de sua aposentadoria.",16,18,85.0,interessante existir numerico remuneratorio sumulacao ocorrer data atual maneira sentir impacto finaceiro ocorrencia
4545,5,2,5,1,4,2,4,1,5,1,"O simulador me levou a providenciar a unificação do meu período de contribuição no setor privado, realizado antes de ingressar no serviço público e que já consta lançado no aplicativo Meu INSS. Seria interessante que essa unificação das contribuições fosse mais fácil, principalmente em casos como o meu, em que as contribuições já estão consolidadas nos dois bancos de dados, sendo necessário apenas unificá-las em um só banco .",18,18,90.0,levar providenciar unificacao periodo contribuicao setor privado realizar ingressar publico constar lancar aplicativo inss interessante unificacao contribuicao facil principalmente contribuicao consolidada banco dado necessario unifica las banco
4546,3,5,1,5,1,5,1,5,2,5,,3,0,7.5,
4547,5,5,5,5,5,5,5,5,5,5,Acessei duas vezes o simulador e uma ferramenta excelente para servidor público. E principalmente e eu em vias de me aposentar. ,20,0,50.0,acessar ferramenta excelente publico principalmente vias
4548,4,1,5,1,4,1,5,1,4,1,"Se fosse possível simular aposentadoria cujos requisitos ainda não foram preenchidos, ajudaria na decisão sobre quando se aposentar. ",17,20,92.5,requisito preencher ajudar decisao
4549,3,3,2,5,3,4,3,3,2,3,"O simulador não trata de casos específicos, como pessoas que receberam gratificações especiais, como insalubridade e raios-x. Gostaria que tivesse opção de transformação de tempo especial em tempo comum. ",8,7,37.5,tratar especifico pessoa receber gratificacao especial insalubridade raios gostar opcao transformacao especial comum
4550,1,5,1,5,1,5,1,5,5,5,Não sei onde me enquadro diante de várias opções de aposentadoria.,4,0,10.0,enquadro varias opcao
4552,3,3,3,5,2,5,3,4,1,3,"o simulador não e claro e eu trabalho com aposentadoria e me senti como o segurado quando simula no aplicativo.  A resposta e vaga. no meu caso que tem rgps e rgpp ja com a averbação o calculo do valor não e entendivel.
não gostei. o que ele faz eu faco manual. a resposta e vaga e não atende o que se deseja",7,5,30.0,claro trabalho sentir segurado aplicativo resposta vaga rgp rgpp averbacao calculo entendivel gostar manual resposta vaga atender desejar
4553,4,3,3,3,3,3,2,3,3,4,Não,10,9,47.5,
4554,3,5,2,4,1,3,3,2,2,2,Apareceram 3 datas possíveis e discrepantes. Talvez uma pessoa com conhecimento legal mais profundo possa compreender. Mas aí também não precisaria do simulador.,6,9,37.5,aparecer data discrepante pessoa conhecimento legal profundo compreender precisario
4555,5,2,5,2,2,5,4,2,1,4,"Os dados do servidor não estão coerentes com os dados temporais.
Por exemplo:
- 1994 como data de início no serviço público e 24 anos de serviço público.",12,10,55.0,dado coerente dado temporal data publico ano publico
4560,3,5,4,5,4,3,4,2,3,5,,13,5,45.0,
4561,3,2,2,2,2,4,2,3,2,3,,6,11,42.5,
4563,4,2,1,2,2,2,2,2,3,3,,7,14,52.5,
4565,5,2,5,4,3,3,5,1,3,3,,16,12,70.0,
4567,3,4,3,3,4,3,3,3,4,4,Pelo simulador vou dever tempo de trabalho e morrerei sem pagar.,12,8,50.0,trabalho morrerei pagar
4569,3,1,5,1,5,4,3,1,4,1,"Embora a soma do tempo de serviço exija averbação em alguns casos, o sistema Meu INSS já possui registros de todos os vínculos e períodos trabalhados. Diante disso, o simulador poderia incluir uma opção para calcular o tempo de serviço ainda não averbado. Esse recurso seria simples de implementar, já que todas as informações necessárias estão disponíveis nas bases governamentais, ",15,17,80.0,soma exija averbacao algum inss possuir registro vinculo periodo trabalhar incluir opcao calcular averbado recurso simples implementar informacao necessario disponivel base governamental
4570,5,5,5,5,5,5,5,5,5,5,,20,0,50.0,
4571,5,3,4,3,3,3,3,4,4,4,,14,8,55.0,
4572,4,3,4,3,2,4,3,2,3,3,"Ainda há inconsistência de informação, pois não interliga os dados do INSS que o servidor por ventura venha a ter de tempo de serviço, gerando dúvidas se poderão entrar na contagem de tempo para a aposentadoria e modificar a adequação do servidor na regra mais específica.",11,10,52.5,inconsistencia informacao interligar dado inss ventura vir gerar duvida entrar contagem modificar adequacao regra especifico
4574,5,4,5,3,4,1,4,2,4,1,Acredito ser necessário esclarecer melhor sobre as alternativas para aposentadoria! ,17,14,77.5,acreditar necessario esclarecer melhor alternativa
4576,4,1,5,1,5,2,5,1,5,1,Excelente iniciativa. Parabéns.,19,19,95.0,excelente iniciativa parabens
4578,5,1,4,1,1,1,5,1,5,1,,15,20,87.5,
4579,4,4,4,3,4,3,5,2,3,2,,15,11,65.0,
4580,2,2,4,1,2,3,3,4,3,2,,9,13,55.0,
4581,5,4,2,4,2,4,2,4,2,3,"Para que funcione perfeitamente e simule corretamente o cadastro deverá estar bem redondinho. Não é o caso na maioria dos cadastros, principalmente dos mais antigos. Estamos dando uma expectativa que no final nao corresponderá à realidade.",8,6,35.0,funcione perfeitamente simule corretamente cadastro redondinho cadastro principalmente antigo expectativa corresponder realidade
4584,4,4,2,4,2,2,3,2,5,3,,11,10,52.5,
4586,4,1,5,1,3,1,4,1,5,1,,16,20,90.0,
4588,1,1,1,1,1,1,1,1,1,1,Ok,0,20,50.0,
4589,3,3,3,3,3,3,3,2,3,3,OKOKOKOK,10,11,52.5,okokokok
4590,4,2,4,2,4,1,5,2,4,1,,16,17,82.5,
4591,5,5,1,3,1,5,1,5,1,3,"Considero o simulador de aposentadoria precário, pois as informações são para que só trabalhou no serviço público, como eu tenho mais de 20 anos no serviço privado, estes anos não foram computados e também não existe a possibilidade de fazer uma simulação onde a gente possa repassar a quantidade de tempo que deseje para calcular o tempo de aposentadoria individualmente.
Ou seja, achei o simulador inútil, gostaria que fosse reformulado prevendo situações que levantei.
Att.,",4,4,20.0,considerar precario informacao trabalhar publico ano privado ano computar existir possibilidade gente repassar quantidade desejar calcular individualmente inutil gostar reformular prever situacao levantar att
4594,5,1,1,1,2,3,5,1,5,1,"O sistema somente puxou o tempo de serviço público, não levou em conta o tempo anterior. Mas ok, talvez tenha que ser averbado primeiro.  Ótima iniciativa.  Faltava este serviço..",13,18,77.5,puxar publico levar conta anterior averbado otimo iniciativa faltar
4597,5,2,4,2,3,3,4,2,3,1,,14,15,72.5,
4599,1,2,4,2,3,1,1,1,1,1,"Achei que faltou opções pra simular casos de aposentadoria de servidores deficientes, como eu.",5,18,57.5,faltar opcao pra deficiente
4600,4,4,5,2,4,2,4,2,4,2,,16,13,72.5,
4601,4,2,2,4,2,4,2,2,1,5,"Poderia conter mais informações sobre as consequências/benefícios entre as possibilidades de escolha entre os fundamento legais aplicados/utilizados. Não sei se utilizar o critério do maior valor da aposentadoria simulado poderá ter consequências prejudiciais no futuro. Ou seja, seria importante que fosse informado em linguagem acessível (não jurídica) o que cada fundamento legal proporcionará ao longo da vida após a aposentadoria. Citar o aparato constitucional não é o bastante p/ a decisão.",6,8,35.0,conter informacao consequencia beneficio possibilidade escolha fundamento legal aplicar utilizado utilizar criterio consequencia prejudicial futuro importante informar linguagem acessivel juridico fundamento legal proporcionar longo vida citar aparato constitucional decisao
