ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria."
4350,4,2,2,1,3,4,4,3,3,2,Eu não entendi ou não achei a maneira de informar os períodos de contribuição do regime geral de previdência 
4354,5,4,5,4,5,2,4,2,5,4,como fica aposentadoria por idade 75 anos
4357,5,5,5,5,5,5,5,5,5,5,
4358,5,1,5,1,5,1,5,1,5,1,"Muito obrigada e parabéns pelo aplicativo.
Ter acesso essas informações nos dá segurança e confiança para tomar decisões. 

"
4359,4,3,3,4,3,3,4,2,3,3,Não
4361,5,1,5,1,3,2,4,1,3,1,
4362,4,1,4,1,5,1,5,1,5,1,
4365,3,1,5,1,1,1,5,1,5,1,Muito bom 
4367,4,4,4,1,4,2,4,1,4,1,
4369,4,1,4,1,4,1,5,1,5,1,Seria bom ser colocado no resumo da simulação os dados temporais do indivíduo para ficar mais completo.
4370,4,1,4,2,2,4,5,1,1,1,Na minha simulação não foi apresentado o valor dos proventos no momento da aposentadoria. Nem mesmo o valor zero que falam no espaço de observação.
4371,5,1,5,2,5,4,3,1,3,3,"No meu caso, faltaram dados de tempo de serviço fora do serviço público. Além disso, entrando em novembro de 1995, farei 29 anos de serviço público no próximo mês, embora conste no simulador que eu tenha 24 anos como servidor. Não entendi o motivo desta discrepância.  

Mas o software é muito bom, é de fácil acesso e bem explicativo.

Obrigado. "
4372,3,3,3,3,3,3,4,2,3,3,Sem sugestões no momento.
4374,4,1,5,1,3,2,5,1,5,1,O simulador poderia puxar o tempo de CLT para melhor visualização dos requisitos para aposentadoria. 
4375,5,2,4,2,3,3,5,2,1,1,"O simulador poderia constar também o tempo que já tenho como professor substituto que está na base do governo federal, período este entre julho /2005 e julho / 2006"
4377,4,4,4,3,4,1,2,2,3,1,"O que não entendi é que tem que escolher uma das opções no simulador  para então verificar qual a melhor para minha aposentadoria   Ficando assim difícil , o sistema é fácil mas um pouco complicado na escolha "
4378,5,1,5,1,5,1,5,1,5,5,
4379,5,2,4,1,5,1,5,1,5,1,"Poderia acrescentar, pelo menos se existe não localizei, se o valor que aparece como salário de aposentadoria é bruto ou líquido. Aparecem informações na tela de legislações, que poderiam descrever pelo menos a ementa da lei para facilitar a compreensão. Nas várias possibilidades de aposentadorias poderia aparecer uma TARJA no tempo ideal de aposentadoria do servidor (idade e tempo de contribuição)."
4380,1,5,1,1,3,3,3,4,1,4,"Não sei o quanto o simulador considera o extrato previdenciário do CNIS, com o tempo que tenho na iniciativa privada para cálculo da aposentadoria. Não estou me sentindo seguro em me basear nele, porque tenho dúvidas quanto a isso"
4385,5,2,5,1,4,1,5,1,5,2,Instrumento muito bom para se conhecer os detalhes da aposentadoria. Parabéns pela iniciativa.
4388,5,2,4,2,4,2,4,2,2,4,
4393,5,4,1,2,1,5,1,1,1,3,Simulador não apresenta situações da LC 142 e simplesmente diz que não ha direito. 
4397,2,2,1,1,1,1,2,1,1,1,
4398,4,2,4,4,4,3,4,2,4,1,
4401,3,3,3,3,3,3,3,3,3,3,
4402,4,4,4,5,3,3,3,4,3,5,"Devido às várias mudanças com relação à aposentadoria e às várias opções que o sistema apresentou, fiquei um pouco confusa, pois não sei  qual seria a opção para receber a aposentadoria integralmente. Não sei se escolhi a correta"
4408,5,5,5,1,4,2,5,1,5,1,
4412,5,4,4,4,4,4,4,4,4,5,"Gostei do simulador, mas não substitui a orientação de um servidor capacitado para tal. Eu tenho dúvidas sobre a melhor Aposentadoria se Paridade ou pela média e tb quanto aos reajustes . Deveria ter um plantão de dúvidas antes da gente agendar a aposentadoria "
4413,3,4,4,3,4,2,3,3,4,4,
4415,4,2,5,1,3,3,4,5,4,1,
4418,5,1,5,1,5,2,4,1,5,1,Parabéns....
4422,4,1,5,3,3,3,3,1,3,1,Nada a ace
4424,3,1,2,1,3,1,4,1,2,1,
4426,4,3,4,1,4,1,5,1,5,1,
4427,4,2,4,5,4,2,4,2,5,2,
4429,5,1,3,1,2,1,3,1,3,1,"Sugestão: como a maioria dos servidores que estão próximos do tempo de aposentar vieram já de outros cargos públicos, seria bom incluir a possibilidade de ser inserido no cálculo os prazos desses outros cargos em outros órgãos, mesmo que ainda nesses tempos não tenham sido averbados pro RJU do servidor federal."
4430,4,2,4,2,2,5,4,4,3,4,"O simulador apresentou muita inconsistência, em relação ao tempo de serviço."
4431,1,2,5,4,3,3,5,1,4,4,"Excelente contribuição com o simulador de aposentadoria, dá mais segurança ao solicitar a aposentadoria."
4433,5,1,5,1,5,1,5,1,5,1,
4439,5,1,5,1,5,1,5,1,5,1,Gostei muito do Simulador de Aposentadoria.
4440,4,1,5,1,4,3,5,1,5,1,
4441,3,4,4,4,4,1,4,1,4,3,
4442,3,2,5,2,4,2,4,1,4,1,
4444,1,5,1,5,1,5,1,3,1,1,O simulador foi inócuo. Informações diferentes das que colhi com meu setor de recursos humanos.
4446,1,2,4,3,2,3,3,1,4,3,Já q é simulação deveria permitir inclusão de tempo (tipo CTC) ou permitir indicar períodos exercido como deficiente para abranger um resultado mais fidedigno a cada realidade 
4447,3,1,5,1,4,3,5,1,3,3,"MANTER ESTE SIMULADOR E APERFEIÇOÁ-LO É FUNDAMENTAL ; POIS PROPICIA UMA PRATICIDADE
ADMINISTRATIVA QUE ACABA CONTRIBUINDO POSITIVAMENTE PARA NÓS SERVIDORES .
PARABÉNS POR ESTE INSTRUMENTO MUITO ÚTIL A TODOS NÓS SERVIDORES PÚBLICOS."
4448,5,1,5,1,5,1,5,1,5,1,Muito bom possibilitar aos servidores a possibilidade de saber valores e datas que terão direito a aposentadoria e suas regras de transição.
4449,3,4,3,2,3,2,3,2,4,2,Novidades sempre são bem vindas 
4452,5,1,5,1,5,1,5,1,5,1,
4462,3,1,4,4,3,3,4,2,4,2,"Na realidade, a dificuldade não é com o simulador em si, é com a Legislação, que mudou muito nesses últimos anos. Fica uma insegurança para escolher as opções. Um manual para explicar detalhadamente cada opção seria fundamental para orientar as escolhas, "
4464,5,1,5,1,5,1,4,1,5,1,"Considero o Simulador de Aposentadoria uma ótima ferramenta para acesso à informação, pois muitos servidores (por falta de tempo, timidez ou mesmo por encontrarem alguma falta de receptividade/má-vontade por parte de servidores de RH), não buscam respostas de forma presencial.
Sug: seria interessante se o sistema apresentasse também, os itens e respectivos valores que compuseram a determinação do valor final, bem como, a informação se o valor é bruto ou liquido, pois geram dúvidas."
4465,5,5,5,5,5,1,5,1,5,1,Sem acréscimo a ser apontado 
4466,5,1,5,1,5,1,5,1,5,1,"Uma ferramenta excelente! Eu costumava a usar o simulador da CGU mas com a reformada previdência de 2019, esse simulador ficou obsoleto e não foi atualizado de acordo coma nova lei. Eu estava procurando um novo simulador que fosse confiável, mas não existia. O novo simulador do Sou Gov veio a preencher uma lacuna importante e beneficiar todos os servidores. Eu sugiro que o simulador mostre também a possibilidade de solicitar o abono permanência, pois também há muitas dúvidas sobre esse tema."
4467,4,3,4,2,4,3,2,4,3,2,
4468,5,1,5,1,2,2,5,1,5,1,Poderiam incluir qual documentação necessária para solicitar aposentadoria e quais locais ou sites poderia obter essa documentação. 
4469,4,1,5,1,3,3,3,1,3,1,
4470,5,1,5,1,5,1,5,1,5,1,Parabéns pelo serviço que muito nos orienta em um tema de extrema importância para os servidores!!!
4471,5,1,5,3,5,1,5,2,4,2,"O Simulador me parece ser uma ferramenta bastante eficiente e de uso simples.
Entendo ser necessário a disponibilização detalhada e explicativa da legislação que fundamente a opção escolhida para a simulação."
4472,5,5,5,1,4,1,1,1,4,1,
4473,5,1,5,1,5,1,5,1,5,1,
4477,5,1,5,1,5,4,5,1,4,5,"Poderia trazer o valor do benefício financeiro atualizado para os servidores que migraram de regime, com a finalidade de trazer transparência e segurança jurídica. Muito Obrigado!!"
4478,5,1,5,3,5,3,5,1,3,3,Ótima iniciativa para consulta de uma simulação mas creio que muita coisa vai mudar quando eu for me aposentar. O cálculo também dos valores não sei já estão de acordo com a tabela de gdass do plano de carreira.
4480,3,2,4,4,2,3,2,4,3,3,Não
4482,4,4,4,2,3,3,2,2,4,3,
4483,5,3,4,1,3,3,4,2,3,1,Minha duvida é se contribuições fora do serviço publico serão consideradas ?? 
4484,5,1,5,2,3,3,4,4,3,3,
4485,1,4,4,2,3,1,3,4,4,2,
4486,5,4,1,5,1,5,1,5,1,4,"Mesmo com todas as informações já cadastradas, a simulação não funcionou."
4490,5,2,4,1,5,1,3,1,3,1,"Muito boa iniciativa, pois, ainda que precise de ajustes, é a primeira ferramenta disponibilizada para simulação aos servidores, que podem ter uma boa noção de quanto tempo ainda falta para a tão sonhada aposentadoria, e já conseguirão fazer um planejamento financeiro e de vida para esse momento tão importante.
Parabéns aos organizadores dessa ideia tão necessária!"
4491,2,3,4,2,4,5,4,2,3,3,"A base de cálculo para a aposentadoria só está considerando o tempo de serviço e contribuição do último cargo ocupado, no atual órgão da administração pública federal.
Posso deixar como sugestões:
- Inclusão de todas as contribuições previdenciárias que o servidor fez, de todos os cargos ocupados em diferentes órgãos, no serviço público federal.
- A memória de cálculo da aposentadoria deve ser exibida na tela do simulador, no fim da simulação, e não em um arquivo de PDF disponível para download."
4494,5,1,5,4,4,1,5,1,5,2,
4495,2,2,4,4,3,2,4,1,1,2,
4496,5,1,5,1,5,3,5,1,5,4,
4497,4,4,5,5,5,3,5,1,5,3,"gostei esse simulador de aposentadoria, muito ágil de ser usado."
4499,5,2,3,2,4,1,5,2,4,4,"Muito bom o simulador, mas venho estudando as regras, para ter mais conhecimento na causa. "
4502,5,2,5,1,2,4,5,1,3,1,O simulador deveria contabilizar o tempo de contribuição constante no CNIS.
4503,3,1,5,1,5,1,5,1,5,1,"Achei o simulador bem interativo e o resultado confiável,  pois já havia consultado a gestão de pessoas do meu órgão e as informações coincidiram. "
4504,4,4,2,2,2,2,4,2,4,4,Necessário mais esclarecimentos a respeito das fundamentações a respeito da aposentadoria e indicação da melhor opção para o servidor em termos de remuneração / tempo.
4505,2,1,1,2,2,4,1,1,2,1,Faltou a  opção de informar manualmente o período de RGPS para simulação correta. 
4506,5,4,2,5,5,5,2,5,5,5,DEVERIA SER MAIS CLARO SOBRE OPÇÕES DE QUAL  ARTIGO  ESCOLHER PARA SE APOSENTAR
4507,5,1,5,1,4,1,5,2,5,1,"Gostei, nos servidores estávamos precisando desta ferramenta a muito tempo."
4508,1,1,3,1,2,2,3,1,2,2,"Precisa abrir  campos pra gente incluir tempo de rgps também, assim como no meu INSS. "
4509,4,1,5,2,5,1,5,1,5,1,O simulador de aposentadoria é uma ferramenta de fácil aprendizagem para quem deseja entender o prazo para sua futura aposentadoria.
4510,4,4,3,1,3,4,3,2,1,3,Sou pessoa com deficiência e o simulador não contempla esta categoria. Não tem esta opção e o cálculo para a aposentadoria da pessoa com deficiência é diferente.exclui às menores contribuições 
4512,5,2,4,4,3,3,4,2,4,2,PODERIA INFORMARQUAL A MELHOR FINANCEIRAMENTE PARA O SERVIDOR
4513,5,4,4,4,4,2,2,5,2,4,
4518,4,1,5,1,4,2,4,1,4,1,O simulador deveria trazer também a simulação de valores dos proventos de aposentadoria e não apenas da data de aposentadoria.
4520,2,1,4,2,4,1,4,1,4,3,Nada a declarar.
4521,5,2,4,1,4,3,4,1,4,1,
4523,3,2,4,2,2,1,4,2,4,1,"Tenho tempo fora que ainda não migrei, não fiz a CTC ainda, deveria deixar eu incluir para uma melhor simulação,  no meu caso não foi útil. "
4525,5,1,3,1,3,5,5,1,3,3,Simulador não está puxando a memória de cálculo. 
4527,4,1,5,1,4,2,5,1,4,1,
4528,2,1,5,1,5,1,4,2,5,1,
4531,4,1,5,2,5,1,5,1,5,1,"Em minha situação, foi muito prático e gostei de fazer a simulação. Parabéns."
4532,4,3,4,2,4,3,4,1,3,2,
4533,3,3,3,3,3,3,3,3,3,3,sem comentários
4534,3,4,4,4,4,2,4,2,4,1,Muito bem elaborado 
4536,4,1,5,2,4,1,4,1,5,1,
4539,3,3,3,3,2,3,3,3,3,3,
4540,3,3,3,3,3,3,3,3,3,3,
4542,4,2,4,2,4,1,4,1,5,1,"Seria interessante existir exemplos numéricos dos remuneratórios nas sumulações, como se ele pudesse ocorrer na data atual. Desta maneira o servidor poderia sentir os impactos finaceiros na ocorrência de sua aposentadoria."
4545,5,2,5,1,4,2,4,1,5,1,"O simulador me levou a providenciar a unificação do meu período de contribuição no setor privado, realizado antes de ingressar no serviço público e que já consta lançado no aplicativo Meu INSS. Seria interessante que essa unificação das contribuições fosse mais fácil, principalmente em casos como o meu, em que as contribuições já estão consolidadas nos dois bancos de dados, sendo necessário apenas unificá-las em um só banco ."
4546,3,5,1,5,1,5,1,5,2,5,
4547,5,5,5,5,5,5,5,5,5,5,Acessei duas vezes o simulador e uma ferramenta excelente para servidor público. E principalmente e eu em vias de me aposentar. 
4548,4,1,5,1,4,1,5,1,4,1,"Se fosse possível simular aposentadoria cujos requisitos ainda não foram preenchidos, ajudaria na decisão sobre quando se aposentar. "
4549,3,3,2,5,3,4,3,3,2,3,"O simulador não trata de casos específicos, como pessoas que receberam gratificações especiais, como insalubridade e raios-x. Gostaria que tivesse opção de transformação de tempo especial em tempo comum. "
4550,1,5,1,5,1,5,1,5,5,5,Não sei onde me enquadro diante de várias opções de aposentadoria.
4552,3,3,3,5,2,5,3,4,1,3,"o simulador não e claro e eu trabalho com aposentadoria e me senti como o segurado quando simula no aplicativo.  A resposta e vaga. no meu caso que tem rgps e rgpp ja com a averbação o calculo do valor não e entendivel.
não gostei. o que ele faz eu faco manual. a resposta e vaga e não atende o que se deseja"
4553,4,3,3,3,3,3,2,3,3,4,Não
4554,3,5,2,4,1,3,3,2,2,2,Apareceram 3 datas possíveis e discrepantes. Talvez uma pessoa com conhecimento legal mais profundo possa compreender. Mas aí também não precisaria do simulador.
4555,5,2,5,2,2,5,4,2,1,4,"Os dados do servidor não estão coerentes com os dados temporais.
Por exemplo:
- 1994 como data de início no serviço público e 24 anos de serviço público."
4560,3,5,4,5,4,3,4,2,3,5,
4561,3,2,2,2,2,4,2,3,2,3,
4563,4,2,1,2,2,2,2,2,3,3,
4565,5,2,5,4,3,3,5,1,3,3,
4567,3,4,3,3,4,3,3,3,4,4,Pelo simulador vou dever tempo de trabalho e morrerei sem pagar.
4569,3,1,5,1,5,4,3,1,4,1,"Embora a soma do tempo de serviço exija averbação em alguns casos, o sistema Meu INSS já possui registros de todos os vínculos e períodos trabalhados. Diante disso, o simulador poderia incluir uma opção para calcular o tempo de serviço ainda não averbado. Esse recurso seria simples de implementar, já que todas as informações necessárias estão disponíveis nas bases governamentais, "
4570,5,5,5,5,5,5,5,5,5,5,
4571,5,3,4,3,3,3,3,4,4,4,
4572,4,3,4,3,2,4,3,2,3,3,"Ainda há inconsistência de informação, pois não interliga os dados do INSS que o servidor por ventura venha a ter de tempo de serviço, gerando dúvidas se poderão entrar na contagem de tempo para a aposentadoria e modificar a adequação do servidor na regra mais específica."
4574,5,4,5,3,4,1,4,2,4,1,Acredito ser necessário esclarecer melhor sobre as alternativas para aposentadoria! 
4576,4,1,5,1,5,2,5,1,5,1,Excelente iniciativa. Parabéns.
4578,5,1,4,1,1,1,5,1,5,1,
4579,4,4,4,3,4,3,5,2,3,2,
4580,2,2,4,1,2,3,3,4,3,2,
4581,5,4,2,4,2,4,2,4,2,3,"Para que funcione perfeitamente e simule corretamente o cadastro deverá estar bem redondinho. Não é o caso na maioria dos cadastros, principalmente dos mais antigos. Estamos dando uma expectativa que no final nao corresponderá à realidade."
4584,4,4,2,4,2,2,3,2,5,3,
4586,4,1,5,1,3,1,4,1,5,1,
4588,1,1,1,1,1,1,1,1,1,1,Ok
4589,3,3,3,3,3,3,3,2,3,3,OKOKOKOK
4590,4,2,4,2,4,1,5,2,4,1,
4591,5,5,1,3,1,5,1,5,1,3,"Considero o simulador de aposentadoria precário, pois as informações são para que só trabalhou no serviço público, como eu tenho mais de 20 anos no serviço privado, estes anos não foram computados e também não existe a possibilidade de fazer uma simulação onde a gente possa repassar a quantidade de tempo que deseje para calcular o tempo de aposentadoria individualmente.
Ou seja, achei o simulador inútil, gostaria que fosse reformulado prevendo situações que levantei.
Att.,"
4594,5,1,1,1,2,3,5,1,5,1,"O sistema somente puxou o tempo de serviço público, não levou em conta o tempo anterior. Mas ok, talvez tenha que ser averbado primeiro.  Ótima iniciativa.  Faltava este serviço.."
4597,5,2,4,2,3,3,4,2,3,1,
4599,1,2,4,2,3,1,1,1,1,1,"Achei que faltou opções pra simular casos de aposentadoria de servidores deficientes, como eu."
4600,4,4,5,2,4,2,4,2,4,2,
4601,4,2,2,4,2,4,2,2,1,5,"Poderia conter mais informações sobre as consequências/benefícios entre as possibilidades de escolha entre os fundamento legais aplicados/utilizados. Não sei se utilizar o critério do maior valor da aposentadoria simulado poderá ter consequências prejudiciais no futuro. Ou seja, seria importante que fosse informado em linguagem acessível (não jurídica) o que cada fundamento legal proporcionará ao longo da vida após a aposentadoria. Citar o aparato constitucional não é o bastante p/ a decisão."
4602,5,1,1,1,5,1,5,1,3,1,
4603,4,1,5,1,5,1,5,1,5,1,
4608,5,4,3,4,4,3,4,2,1,3,"No simulador só apareceram condições disponíveis para se aposentar com a idade de 62 anos, sendo que entrei em contato com o Setor de Gestão Documental e Tempo de Serviço e informaram que tem a aposentadoria de requisitos 57 anos de idade, 20 anos de serviço público e 30 anos de contribuição e essa opção não apareceu no simulador, deixando a gente confusa de quais realmente são os requisitos. Ou seja, podem ter outras possibilidades que o simulador não abrange."
4609,2,2,2,4,2,4,2,4,2,3,
4612,2,2,2,2,1,1,2,2,1,2,
4613,1,1,1,1,1,1,1,1,1,1,"Simplesmente, não funcionou."
4614,5,3,5,1,5,1,5,1,4,4,
4617,5,2,4,2,5,2,4,2,4,2,Detalhar mais cada caso. Por exemplo no caso dos que entraram antes de 2003 quando tem direto à totalidade e paridade de forma mais clara. Achei bem simples de se usar.
4620,5,1,3,2,1,5,4,1,1,1,O simulador não traz com clareza as informações salariais das simulações de aposentadoria e nem explica com clareza a diferença entre os cenários de simulação 
4621,5,1,5,1,5,1,5,1,5,1,Nada à acrescentar.
4629,3,3,3,3,4,1,4,1,2,1,
4630,3,1,5,1,5,1,5,1,5,1,Ótima ferramenta.
4632,1,3,3,3,3,5,1,5,1,5,Não consegui simular minha aposentadoria. O programa respondeu que eu não vou me aposentar.
4633,5,2,4,1,4,1,4,1,1,1,ACHO QUE A PODERIA COLOCAR UMA LINGUAGEM MENOS TECNICA PARA CADA TIPO DE APOSENTADORIA A ESCOLHER PARA SIMULAR.
4634,5,1,5,1,5,1,5,1,5,1,"Achei muito interessante ter uma ferramenta para auxiliar na prestação de informação para esse fim.
Bom seria se nesse mesmo aplicativo já oferecesse o pedido de requerimento para pedido de aposentadoria."
4637,4,1,5,1,4,1,5,1,5,1,"Em meu entendimento, já deveria estar integrado as informações de quem tem tempo de serviço com contribuição ao INSS. Não entendo porque essa dificuldade de integração do tempo de serviço de quem já contribuiu para previdência em outros vínculos de trabalho, se está tudo registrado na base do INSS.
Já tenho mais de 40 anos de contribuição para previdencia social, e só vou fazer 60 anos, no início de 2025.
Trabalhei e foi descontado para o INSS, no: No Estado, no Município em empresa privada."
